104.233 212 212 2 2 3
104.231 212.135 212.135 2 2 3
104.231 212.202 212.202 2 2 3
104.23 212.269 212.269 2 2 3
104.229 212.337 212.337 2 2 3
104.228 212.404 212.404 2 2 3
104.227 212.471 212.471 2 2 3
104.226 212.539 212.539 2 2 3
104.225 212.606 212.606 2 2 3
104.224 212.674 212.674 2 2 3
104.223 212.741 212.741 2 2 3
104.222 212.809 212.809 2 2 3
104.221 212.876 212.876 2 2 3
104.221 212.944 212.944 2 2 3
104.22 213.011 213.011 2 2 3
104.219 213.079 213.079 2 2 3
104.218 213.146 213.146 2 2 3
104.217 213.214 213.214 2 2 3
104.216 213.281 213.281 2 2 3
104.215 213.349 213.349 2 2 3
104.214 213.417 213.417 2 2 3
104.212 213.484 213.484 2 2 3
104.211 213.552 213.552 2 2 3
104.21 213.62 213.62 2 2 3
104.209 213.687 213.687 2 2 3
104.208 213.755 213.755 2 2 3
104.207 213.823 213.823 2 2 3
104.206 213.89 213.89 2 2 3
104.205 213.958 213.958 2 2 3
104.204 214.026 214.026 2 2 3
104.203 214.094 214.094 2 2 3
104.202 214.161 214.161 2 2 3
104.2 214.229 214.229 2 2 3
104.199 214.297 214.297 2 2 3
104.198 214.365 214.365 2 2 3
104.197 214.433 214.433 2 2 3
104.196 214.5 214.5 2 2 3
104.195 214.568 214.568 2 2 3
104.193 214.636 214.636 2 2 3
104.192 214.704 214.704 2 2 3
104.191 214.772 214.772 2 2 3
104.19 214.84 214.84 2 2 3
104.188 214.908 214.908 2 2 3
104.187 214.976 214.976 2 2 3
104.186 215.044 215.044 2 2 3
104.185 215.112 215.112 2 2 3
104.183 215.18 215.18 2 2 3
104.182 215.248 215.248 2 2 3
104.181 215.316 215.316 2 2 3
104.18 215.384 215.384 2 2 3
104.178 215.452 215.452 2 2 3
104.177 215.52 215.52 2 2 3
104.176 215.588 215.588 2 2 3
104.174 215.656 215.656 2 2 3
104.173 215.724 215.724 2 2 3
104.172 215.792 215.792 2 2 3
104.17 215.86 215.86 2 2 3
104.169 215.928 215.928 2 2 3
104.167 215.997 215.997 2 2 3
104.166 216.065 216.065 2 2 3
104.165 216.133 216.133 2 2 3
104.163 216.201 216.201 2 2 3
104.162 216.269 216.269 2 2 3
104.16 216.338 216.338 2 2 3
104.159 216.406 216.406 2 2 3
104.157 216.474 216.474 2 2 3
104.156 216.543 216.543 2 2 3
104.154 216.611 216.611 2 2 3
104.153 216.679 216.679 2 2 3
104.151 216.747 216.747 2 2 3
104.15 216.816 216.816 2 2 3
104.148 216.884 216.884 2 2 3
104.147 216.953 216.953 2 2 3
104.145 217.021 217.021 2 2 3
104.144 217.089 217.089 2 2 3
104.142 217.158 217.158 2 2 3
104.141 217.226 217.226 2 2 3
104.139 217.295 217.295 2 2 3
104.138 217.363 217.363 2 2 3
104.136 217.432 217.432 2 2 3
104.134 217.5 217.5 2 2 3
104.133 217.569 217.569 2 2 3
104.131 217.637 217.637 2 2 3
104.129 217.706 217.706 2 2 3
104.128 217.774 217.774 2 2 3
104.126 217.843 217.843 2 2 3
104.124 217.911 217.911 2 2 3
104.123 217.98 217.98 2 2 3
104.121 218.049 218.049 2 2 3
104.119 218.117 218.117 2 2 3
104.118 218.186 218.186 2 2 3
104.116 218.254 218.254 2 2 3
104.114 218.323 218.323 2 2 3
104.113 218.392 218.392 2 2 3
104.111 218.461 218.461 2 2 3
104.109 218.529 218.529 2 2 3
104.107 218.598 218.598 2 2 3
104.106 218.667 218.667 2 2 3
104.104 218.736 218.736 2 2 3
104.102 218.804 218.804 2 2 3
104.1 218.873 218.873 2 2 3
104.098 218.942 218.942 2 2 3
104.097 219.011 219.011 2 2 3
104.095 219.08 219.08 2 2 3
104.093 219.148 219.148 2 2 3
104.091 219.217 219.217 2 2 3
104.089 219.286 219.286 2 2 3
104.087 219.355 219.355 2 2 3
104.085 219.424 219.424 2 2 3
104.084 219.493 219.493 2 2 3
104.082 219.562 219.562 2 2 3
104.08 219.631 219.631 2 2 3
104.078 219.7 219.7 2 2 3
104.076 219.769 219.769 2 2 3
104.074 219.838 219.838 2 2 3
104.072 219.907 219.907 2 2 3
104.07 219.976 219.976 2 2 3
104.068 220.045 220.045 2 2 3
104.066 220.114 220.114 2 2 3
104.064 220.183 220.183 2 2 3
104.062 220.252 220.252 2 2 3
104.06 220.321 220.321 2 2 3
104.058 220.39 220.39 2 2 3
104.056 220.459 220.459 2 2 3
104.054 220.529 220.529 2 2 3
104.052 220.598 220.598 2 2 3
104.05 220.667 220.667 2 2 3
104.048 220.736 220.736 2 2 3
104.046 220.805 220.805 2 2 3
104.044 220.875 220.875 2 2 3
104.042 220.944 220.944 2 2 3
104.04 221.013 221.013 2 2 3
104.037 221.082 221.082 2 2 3
104.035 221.152 221.152 2 2 3
104.033 221.221 221.221 2 2 3
104.031 221.29 221.29 2 2 3
104.029 221.36 221.36 2 2 3
104.027 221.429 221.429 2 2 3
104.025 221.498 221.498 2 2 3
104.022 221.568 221.568 2 2 3
104.02 221.637 221.637 2 2 3
104.018 221.706 221.706 2 2 3
104.016 221.776 221.776 2 2 3
104.014 221.845 221.845 2 2 3
104.011 221.915 221.915 2 2 3
104.009 221.984 221.984 2 2 3
104.007 222.054 222.054 2 2 3
104.005 222.123 222.123 2 2 3
104.002 222.193 222.193 2 2 3
104 222.262 222.262 2 2 3
103.998 222.332 222.332 2 2 3
103.996 222.401 222.401 2 2 3
103.993 222.471 222.471 2 2 3
103.991 222.54 222.54 2 2 3
103.989 222.61 222.61 2 2 3
103.986 222.68 222.68 2 2 3
103.984 222.749 222.749 2 2 3
103.982 222.819 222.819 2 2 3
103.979 222.889 222.889 2 2 3
103.977 222.958 222.958 2 2 3
103.974 223.028 223.028 2 2 3
103.972 223.098 223.098 2 2 3
103.97 223.167 223.167 2 2 3
103.967 223.237 223.237 2 2 3
103.965 223.307 223.307 2 2 3
103.962 223.377 223.377 2 2 3
103.96 223.446 223.446 2 2 3
103.957 223.516 223.516 2 2 3
103.955 223.586 223.586 2 2 3
103.952 223.656 223.656 2 2 3
103.95 223.726 223.726 2 2 3
103.947 223.796 223.796 2 2 3
103.945 223.865 223.865 2 2 3
103.942 223.935 223.935 2 2 3
103.94 224.005 224.005 2 2 3
103.937 224.075 224.075 2 2 3
103.935 224.145 224.145 2 2 3
103.932 224.215 224.215 2 2 3
103.93 224.285 224.285 2 2 3
103.927 224.355 224.355 2 2 3
103.925 224.425 224.425 2 2 3
103.922 224.495 224.495 2 2 3
103.919 224.565 224.565 2 2 3
103.917 224.635 224.635 2 2 3
103.914 224.705 224.705 2 2 3
103.911 224.775 224.775 2 2 3
103.909 224.845 224.845 2 2 3
103.906 224.915 224.915 2 2 3
103.904 224.986 224.986 2 2 3
103.901 225.056 225.056 2 2 3
103.898 225.126 225.126 2 2 3
103.895 225.196 225.196 2 2 3
103.893 225.266 225.266 2 2 3
103.89 225.336 225.336 2 2 3
103.887 225.407 225.407 2 2 3
103.885 225.477 225.477 2 2 3
103.882 225.547 225.547 2 2 3
103.879 225.617 225.617 2 2 3
103.876 225.687 225.687 2 2 3
103.874 225.758 225.758 2 2 3
103.871 225.828 225.828 2 2 3
103.868 225.898 225.898 2 2 3
103.865 225.969 225.969 2 2 3
103.862 226.039 226.039 2 2 3
103.86 226.109 226.109 2 2 3
103.857 226.18 226.18 2 2 3
103.854 226.25 226.25 2 2 3
103.851 226.321 226.321 2 2 3
103.848 226.391 226.391 2 2 3
103.845 226.461 226.461 2 2 3
103.842 226.532 226.532 2 2 3
103.839 226.602 226.602 2 2 3
103.837 226.673 226.673 2 2 3
103.834 226.743 226.743 2 2 3
103.831 226.814 226.814 2 2 3
103.828 226.884 226.884 2 2 3
103.825 226.955 226.955 2 2 3
103.822 227.025 227.025 2 2 3
103.819 227.096 227.096 2 2 3
103.816 227.167 227.167 2 2 3
103.813 227.237 227.237 2 2 3
103.81 227.308 227.308 2 2 3
103.807 227.378 227.378 2 2 3
103.804 227.449 227.449 2 2 3
103.801 227.52 227.52 2 2 3
103.798 227.59 227.59 2 2 3
103.795 227.661 227.661 2 2 3
103.792 227.732 227.732 2 2 3
103.789 227.803 227.803 2 2 3
103.786 227.873 227.873 2 2 3
103.783 227.944 227.944 2 2 3
103.779 228.015 228.015 2 2 3
103.776 228.086 228.086 2 2 3
103.773 228.156 228.156 2 2 3
103.77 228.227 228.227 2 2 3
103.767 228.298 228.298 2 2 3
103.764 228.369 228.369 2 2 3
103.761 228.44 228.44 2 2 3
103.757 228.511 228.511 2 2 3
103.754 228.581 228.581 2 2 3
103.751 228.652 228.652 2 2 3
103.748 228.723 228.723 2 2 3
103.745 228.794 228.794 2 2 3
103.742 228.865 228.865 2 2 3
103.738 228.936 228.936 2 2 3
103.735 229.007 229.007 2 2 3
103.732 229.078 229.078 2 2 3
103.729 229.149 229.149 2 2 3
103.725 229.22 229.22 2 2 3
103.722 229.291 229.291 2 2 3
103.719 229.362 229.362 2 2 3
103.715 229.433 229.433 2 2 3
103.712 229.504 229.504 2 2 3
103.709 229.576 229.576 2 2 3
103.705 229.647 229.647 2 2 3
103.702 229.718 229.718 2 2 3
103.699 229.789 229.789 2 2 3
103.695 229.86 229.86 2 2 3
103.692 229.931 229.931 2 2 3
103.689 230.002 230.002 2 2 3
103.685 230.074 230.074 2 2 3
103.682 230.145 230.145 2 2 3
103.678 230.216 230.216 2 2 3
103.675 230.287 230.287 2 2 3
103.672 230.359 230.359 2 2 3
103.668 230.43 230.43 2 2 3
103.665 230.501 230.501 2 2 3
103.661 230.573 230.573 2 2 3
103.658 230.644 230.644 2 2 3
103.654 230.715 230.715 2 2 3
103.651 230.787 230.787 2 2 3
103.647 230.858 230.858 2 2 3
103.644 230.929 230.929 2 2 3
103.64 231.001 231.001 2 2 3
103.637 231.072 231.072 2 2 3
103.633 231.144 231.144 2 2 3
103.63 231.215 231.215 2 2 3
103.626 231.287 231.287 2 2 3
103.622 231.358 231.358 2 2 3
103.619 231.43 231.43 2 2 3
103.615 231.501 231.501 2 2 3
103.612 231.573 231.573 2 2 3
103.608 231.644 231.644 2 2 3
103.604 231.716 231.716 2 2 3
103.601 231.787 231.787 2 2 3
103.597 231.859 231.859 2 2 3
103.594 231.931 231.931 2 2 3
103.59 232.002 232.002 2 2 3
103.586 232.074 232.074 2 2 3
103.583 232.145 232.145 2 2 3
103.579 232.217 232.217 2 2 3
103.575 232.289 232.289 2 2 3
103.571 232.361 232.361 2 2 3
103.568 232.432 232.432 2 2 3
103.564 232.504 232.504 2 2 3
103.56 232.576 232.576 2 2 3
103.556 232.647 232.647 2 2 3
103.553 232.719 232.719 2 2 3
103.549 232.791 232.791 2 2 3
103.545 232.863 232.863 2 2 3
103.541 232.935 232.935 2 2 3
103.537 233.007 233.007 2 2 3
103.534 233.078 233.078 2 2 3
103.53 233.15 233.15 2 2 3
103.526 233.222 233.222 2 2 3
